TransactionAmount,TransactionType,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,BalanceBin,AmountBin,Target
350.94,Debit,ATM,20.0,Student,64.0,1.0,221.5600000000004,Low,High,3
301.85,Debit,Online,54.0,Engineer,25.0,1.0,6586.19,High,High,0
29.339999999999975,Debit,Online,65.0,Retired,30.0,1.0,3944.82,Medium,Low,0
231.71,Debit,Branch,27.0,Student,148.0,1.0,1127.9799999999996,Low,High,3
179.43,Debit,ATM,58.0,Retired,244.0,1.0,2626.63,Medium,Medium,1
36.70999999999998,Debit,Branch,48.0,Doctor,55.0,1.0,6459.38,High,Low,0
138.12,Credit,Branch,53.0,Doctor,281.0,1.0,1649.69,Medium,Medium,1
233.24,Debit,ATM,33.0,Engineer,72.0,1.0,6939.23,High,High,2
609.14,Debit,ATM,39.0,Engineer,177.0,1.0,9033.87,Very High,Very High,4
436.64,Debit,Branch,31.0,Doctor,111.0,1.0,14365.18,Very High,Very High,2
870.43,Debit,Branch,29.0,Doctor,55.0,1.0,10115.18,Very High,Very High,4
354.4,Debit,ATM,74.0,Retired,128.0,1.0,7358.65,High,High,0
22.629999999999995,Debit,Online,53.0,Engineer,112.0,1.0,4438.03,Medium,Low,0
182.19,Debit,Branch,26.0,Student,53.0,1.0,1176.0999999999995,Low,Medium,3
126.81,Debit,Branch,26.0,Engineer,290.0,1.0,5427.98,High,Medium,1
288.17,Debit,Online,37.0,Engineer,50.0,1.0,3653.11,Medium,High,3
118.76999999999998,Debit,Branch,55.0,Engineer,123.0,1.0,2104.82,Medium,Medium,0
651.8199999999999,Debit,ATM,21.0,Student,166.0,1.0,1802.77,Medium,Very High,4
66.65,Debit,ATM,37.0,Engineer,33.0,1.0,3559.96,Medium,Low,3
98.53,Debit,Branch,69.0,Retired,166.0,1.0,3564.8,Medium,Medium,0
138.95,Debit,Online,71.0,Retired,30.0,1.0,6752.92,High,Medium,0
33.889999999999986,Debit,Branch,26.0,Student,177.0,1.0,1444.75,Low,Low,3
23.70999999999998,Debit,Branch,58.0,Doctor,164.0,1.0,10788.89,Very High,Low,2
899.8125,Debit,Online,55.0,Engineer,238.0,1.0,2235.7,Medium,Very High,4
26.060000000000002,Debit,ATM,65.0,Doctor,283.0,1.0,12893.63,Very High,Low,1
17.069999999999993,Debit,Branch,27.0,Engineer,44.0,1.0,2798.15,Medium,Low,3
703.89,Debit,Online,46.0,Engineer,62.0,1.0,3583.67,Medium,Very High,4
899.8125,Debit,ATM,47.0,Engineer,155.0,1.0,2120.8,Medium,Very High,4
26.55000000000001,Debit,ATM,77.0,Retired,228.0,1.0,3085.38,Medium,Low,1
147.4,Debit,Branch,42.0,Engineer,259.0,1.0,6797.71,High,Medium,1
202.11,Debit,ATM,27.0,Student,18.0,1.0,746.4700000000003,Low,Medium,3
308.42,Debit,Branch,75.0,Retired,39.0,1.0,5427.81,High,High,0
11.180000000000007,Debit,ATM,53.0,Engineer,144.0,1.0,7467.3,High,Low,2
294.15,Debit,Online,38.0,Engineer,136.0,1.0,6362.16,High,High,2
29.579999999999984,Debit,Branch,54.0,Engineer,112.0,1.0,8345.26,Very High,Low,2
139.45,Debit,Online,27.0,Student,31.0,1.0,1305.7600000000002,Low,Medium,3
432.63,Debit,ATM,29.0,Doctor,137.0,1.0,13648.36,Very High,Very High,2
131.43,Debit,Online,43.0,Doctor,65.0,1.0,1337.5,Low,Medium,3
516.72,Debit,ATM,42.0,Engineer,128.0,1.0,2015.69,Medium,Very High,4
121.82,Debit,Online,69.0,Doctor,123.0,1.0,8354.54,Very High,Medium,0
374.5,Credit,Branch,26.0,Student,178.0,1.0,1671.5100000000002,Medium,High,3
166.13,Debit,ATM,68.0,Doctor,227.0,1.0,11822.53,Very High,Medium,1
626.9,Debit,ATM,23.0,Student,146.0,1.0,587.1099999999997,Low,Very High,3
466.85,Debit,Branch,56.0,Retired,165.0,1.0,5422.53,High,Very High,4
788.84,Debit,Online,58.0,Retired,231.0,1.0,1913.73,Medium,Very High,4
873.65,Credit,Online,37.0,Doctor,59.0,1.0,12139.83,Very High,Very High,4
525.28,Debit,ATM,69.0,Retired,134.0,1.0,4693.6,Medium,Very High,0
110.17000000000002,Unknown,ATM,30.0,Engineer,137.0,1.0,464.1999999999998,Low,Medium,3
632.69,Debit,ATM,80.0,Retired,76.0,1.0,4363.74,Medium,Very High,0
124.35,Debit,ATM,72.0,Retired,90.0,1.0,3319.76,Medium,Medium,0
43.849999999999994,Debit,ATM,62.0,Retired,122.0,1.0,4356.98,Medium,Low,0
283.81,Debit,Branch,28.0,Student,29.0,1.0,1519.35,Low,High,3
168.53,Debit,ATM,71.0,Retired,112.0,1.0,5962.58,High,Medium,0
218.59,Credit,Branch,40.0,Engineer,123.0,1.0,6699.23,High,High,2
132.84,Debit,ATM,21.0,Student,143.0,1.0,822.7300000000005,Low,Medium,3
157.37,Credit,Branch,42.0,Doctor,289.0,1.0,13964.309999999998,Very High,Medium,1
144.77,Debit,Online,20.0,Student,159.0,1.0,867.3199999999997,Low,Medium,3
643.22,Debit,ATM,64.0,Doctor,93.0,1.0,1035.8599999999997,Low,Very High,4
899.8125,Debit,Branch,41.0,Doctor,297.0,1.0,13347.689999999999,Very High,Very High,1
208.07,Debit,Online,32.0,Doctor,36.0,1.0,8478.9,Very High,Medium,2
94.30000000000001,Debit,Branch,57.0,Doctor,57.0,1.0,11088.95,Very High,Medium,2
295.5,Debit,ATM,59.0,Retired,36.0,1.0,6280.66,High,High,0
30.230000000000018,Debit,ATM,44.0,Doctor,99.0,1.0,481.1300000000001,Low,Low,3
112.05000000000004,Credit,ATM,26.0,Student,159.0,1.0,1122.88,Low,Medium,3
180.24,Debit,Branch,58.0,Engineer,144.0,1.0,8431.23,Very High,Medium,2
13.70999999999998,Credit,Online,38.0,Engineer,148.0,1.0,8342.79,Very High,Low,2
96.54000000000002,Debit,Branch,58.0,Retired,95.0,1.0,7182.22,High,Medium,0
79.35,Debit,Online,67.0,Retired,70.0,1.0,1692.15,Medium,Low,0
101.04000000000005,Debit,ATM,27.0,Student,160.0,1.0,1695.5699999999997,Medium,Medium,3
74.42000000000002,Debit,Online,49.0,Engineer,68.0,1.0,6264.21,High,Low,0
39.65999999999997,Debit,Branch,52.0,Engineer,169.0,1.0,8497.34,Very High,Low,2
99.36000000000001,Debit,ATM,40.0,Doctor,46.000000000000014,1.0,1272.12,Low,Medium,3
123.85,Debit,Online,56.0,Engineer,244.0,1.0,3959.62,Medium,Medium,1
426.93,Debit,ATM,19.0,Student,248.0,1.0,476.1899999999996,Low,Very High,1
133.73,Credit,Online,25.0,Student,123.0,1.0,1872.2200000000003,Medium,Medium,3
222.39,Debit,Online,49.0,Engineer,73.0,1.0,3117.39,Medium,High,0
215.94,Credit,Online,22.0,Student,140.0,1.0,1841.69,Medium,High,3
6.300000000000011,Debit,Branch,80.0,Retired,283.0,1.0,7697.68,Very High,Low,1
826.23,Debit,ATM,29.0,Doctor,209.0,1.0,7580.59,High,Very High,4
211.36,Debit,Online,35.0,Engineer,67.0,1.0,7936.91,Very High,Medium,2
131.46000000000004,Debit,Branch,67.0,Retired,258.0,1.0,6642.33,High,Medium,1
202.86,Credit,Branch,61.0,Doctor,149.0,1.0,7642.25,High,Medium,0
268.39,Debit,ATM,26.0,Student,171.0,1.0,136.73999999999978,Low,High,3
194.85,Debit,Online,23.0,Student,130.0,1.0,319.84000000000015,Low,Medium,3
137.35,Credit,Unknown,40.0,Doctor,220.0,1.0,12662.66,Very High,Medium,2
712.75,Debit,Branch,44.0,Doctor,25.0,1.0,8126.06,Very High,Very High,4
353.82,Debit,ATM,42.0,Doctor,143.0,1.0,705.75,Low,High,3
507.25,Debit,Branch,45.0,Retired,143.0,1.0,5331.57,High,Very High,4
212.74,Debit,Branch,27.0,Engineer,128.0,1.0,7645.47,Very High,High,2
364.42,Debit,ATM,51.0,Engineer,146.0,1.0,8119.73,Very High,High,2
195.12,Debit,ATM,46.0,Doctor,144.0,1.0,6101.15,High,Medium,0
230.61,Debit,Branch,80.0,Retired,204.0,1.0,2561.42,Medium,High,0
739.28,Credit,Branch,58.0,Doctor,46.999999999999986,1.0,11905.64,Very High,Very High,2
390.35,Credit,ATM,64.0,Doctor,61.00000000000001,1.0,7095.88,High,High,0
242.03,Debit,Online,58.0,Engineer,124.0,1.0,4382.73,Medium,High,0
242.39,Credit,ATM,18.0,Student,271.0,1.0,1328.73,Low,High,1
135.03,Debit,ATM,23.0,Student,180.0,1.0,1278.0,Low,Medium,3
83.50000000000003,Debit,Branch,61.0,Unknown,91.0,1.0,1749.79,Medium,Medium,0
193.54,Debit,Branch,80.0,Retired,267.0,1.0,2929.51,Medium,Medium,1
617.3600000000001,Debit,Unknown,29.0,Engineer,61.00000000000001,1.0,8926.38,Very High,Very High,4
775.23,Credit,Online,59.0,Doctor,38.0,1.0,5977.59,High,Very High,4
266.57,Debit,ATM,72.0,Retired,100.0,1.0,7676.92,Very High,High,0
153.4,Debit,ATM,45.0,Engineer,144.0,1.0,4657.7,Medium,Medium,0
899.8125,Debit,Branch,53.0,Retired,251.0,1.0,5579.11,High,Very High,4
5.1200000000000045,Debit,Branch,34.0,Engineer,90.0,1.0,3293.01,Medium,Low,3
119.11000000000001,Debit,ATM,57.0,Engineer,131.0,1.0,7998.25,Very High,Medium,2
899.8125,Debit,Online,24.000000000000004,Student,147.0,1.0,1093.8900000000008,Low,Very High,4
119.72,Debit,Branch,30.0,Engineer,123.0,1.0,3435.34,Medium,Medium,3
107.4,Debit,Online,58.0,Doctor,32.0,1.0,344.0699999999997,Low,Medium,0
115.92000000000002,Debit,ATM,53.0,Retired,57.0,1.0,3897.17,Medium,Medium,0
438.04,Debit,ATM,67.0,Retired,247.0,1.0,5358.95,High,Very High,1
677.29,Debit,Online,27.0,Engineer,287.0,1.0,627.79,Low,Very High,1
296.0,Debit,Branch,35.0,Doctor,248.0,1.0,7418.82,High,High,1
299.09,Credit,Branch,36.0,Engineer,84.0,1.0,5615.26,High,High,3
461.52,Credit,Branch,24.000000000000004,Student,44.0,1.0,1995.1800000000003,Medium,Very High,3
100.51999999999998,Debit,ATM,50.0,Engineer,110.0,1.0,453.3900000000003,Low,Medium,0
85.35,Debit,ATM,66.0,Retired,166.0,1.0,2173.76,Medium,Medium,0
79.75999999999999,Debit,Branch,39.0,Engineer,170.0,1.0,6452.14,High,Low,1
778.49,Credit,Online,75.0,Retired,107.0,1.0,7713.67,Very High,Very High,4
386.38,Debit,Online,42.0,Engineer,135.0,1.0,5528.36,High,High,4
165.25,Debit,Online,35.0,Doctor,106.0,1.0,9939.94,Very High,Medium,2
14.29000000000002,Debit,ATM,34.0,Engineer,150.0,1.0,7016.99,High,Low,2
232.79,Credit,Branch,55.0,Retired,145.0,1.0,2661.3,Medium,High,0
899.8125,Credit,Branch,60.0,Engineer,159.0,1.0,9410.17,Very High,Very High,4
92.28999999999999,Debit,Branch,54.0,Engineer,115.0,1.0,2026.3199999999997,Medium,Medium,0
293.97,Debit,Branch,68.0,Retired,153.0,1.0,7371.85,High,High,0
136.32,Debit,Online,19.0,Student,113.0,1.0,264.8299999999999,Low,Medium,3
251.06,Debit,Online,36.0,Doctor,34.0,1.0,10001.66,Very High,High,2
50.170000000000016,Credit,ATM,77.0,Retired,35.0,1.0,7752.14,Very High,Low,0
21.399999999999977,Debit,Branch,34.0,Engineer,258.0,1.0,9594.11,Very High,Low,1
73.28,Debit,Branch,21.0,Student,21.0,1.0,1329.4099999999999,Low,Low,3
70.23000000000002,Debit,ATM,38.0,Doctor,260.0,1.0,11624.93,Very High,Low,1
689.29,Debit,ATM,22.0,Student,100.0,1.0,168.84000000000015,Low,Very High,3
745.03,Debit,Online,28.0,Student,231.0,1.0,160.5699999999997,Low,Very High,4
54.610000000000014,Debit,ATM,58.0,Engineer,160.0,1.0,7135.64,High,Low,0
54.05000000000001,Debit,Branch,27.0,Student,146.0,1.0,469.1400000000003,Low,Low,3
107.47,Debit,Online,67.0,Retired,144.0,1.0,7517.5,High,Medium,0
611.11,Debit,ATM,20.0,Student,282.0,1.0,919.8400000000001,Low,Very High,1
219.63,Debit,ATM,48.0,Doctor,44.0,1.0,8013.63,Very High,High,2
188.7,Debit,Branch,45.0,Retired,123.0,1.0,5077.06,High,Medium,0
93.51999999999998,Debit,Online,51.0,Engineer,97.0,1.0,2791.2,Medium,Medium,0
275.92,Credit,Branch,62.0,Retired,107.0,1.0,1777.38,Medium,High,0
376.79,Debit,Branch,68.0,Retired,265.0,1.0,7749.14,Very High,High,1
8.980000000000018,Debit,Online,66.0,Unknown,56.0,1.0,4516.76,Medium,Low,0
697.32,Debit,Online,68.0,Retired,91.0,1.0,2016.02,Medium,Very High,4
17.44999999999999,Unknown,ATM,18.0,Student,88.0,1.0,1959.52,Medium,Low,3
302.16,Debit,Online,80.0,Retired,138.0,1.0,3876.61,Medium,High,0
442.74,Debit,Branch,23.0,Student,136.0,1.0,1790.27,Medium,Very High,3
623.9000000000001,Debit,ATM,27.0,Student,249.0,1.0,711.4700000000003,Low,Very High,1
445.40999999999997,Debit,ATM,35.0,Doctor,235.0,1.0,12154.66,Very High,Very High,1
63.41,Debit,ATM,26.0,Student,36.0,1.0,1546.2200000000003,Medium,Low,3
346.85,Debit,ATM,44.0,Doctor,88.0,1.0,7208.15,High,High,2
71.94999999999996,Credit,Online,59.0,Engineer,53.0,1.0,9267.32,Very High,Low,2
7.5,Debit,Online,63.0,Retired,36.0,1.0,6485.78,High,Low,0
206.46,Debit,ATM,65.0,Retired,279.0,1.0,3984.38,Medium,Medium,1
423.11,Debit,ATM,60.0,Engineer,46.999999999999986,1.0,412.77999999999975,Low,Very High,0
35.84000000000003,Credit,Online,54.0,Retired,172.0,1.0,4795.65,High,Low,1
88.6,Credit,Branch,28.0,Student,105.0,1.0,246.5699999999997,Low,Medium,3
899.8125,Debit,ATM,18.0,Student,168.0,1.0,1058.13,Low,Very High,4
53.81,Credit,ATM,55.0,Engineer,37.0,1.0,4734.110000000001,Medium,Low,0
22.45999999999998,Debit,Online,54.0,Retired,78.0,1.0,6631.5,High,Low,0
334.89,Debit,Online,21.0,Student,260.0,1.0,1661.6800000000003,Medium,High,1
319.27,Credit,Online,54.0,Retired,59.0,1.0,5504.01,High,High,0
144.3,Debit,ATM,18.0,Student,88.0,1.0,312.1899999999996,Low,Medium,3
348.7,Credit,Branch,69.0,Retired,149.0,1.0,2445.58,Medium,High,0
366.21,Debit,ATM,62.0,Doctor,181.0,1.0,10862.99,Very High,High,2
99.11000000000001,Debit,Online,55.0,Retired,12.0,1.0,5414.87,High,Medium,0
539.35,Debit,ATM,55.0,Retired,127.0,1.0,3919.44,Medium,Very High,4
188.99,Debit,Branch,58.0,Engineer,92.0,1.0,7315.34,High,Medium,0
899.8125,Debit,ATM,46.0,Engineer,58.0,1.0,3740.73,Medium,Very High,4
710.14,Debit,ATM,26.0,Student,227.0,1.0,465.6300000000001,Low,Very High,4
308.68,Debit,Online,53.0,Doctor,170.0,1.0,9992.36,Very High,High,2
166.68,Debit,ATM,57.0,Retired,139.0,1.0,5141.19,High,Medium,0
0.9900000000000091,Debit,ATM,45.0,Engineer,133.0,1.0,4317.85,Medium,Low,0
505.19,Debit,ATM,30.0,Doctor,128.0,1.0,5326.68,High,Very High,4
66.57999999999998,Debit,Branch,23.0,Student,79.0,1.0,1636.3199999999997,Medium,Low,3
223.43,Debit,Branch,77.0,Retired,178.0,1.0,7932.41,Very High,High,0
659.95,Debit,Online,60.0,Engineer,114.0,1.0,3927.69,Medium,Very High,4
634.8600000000001,Debit,ATM,27.0,Student,45.0,1.0,588.5,Low,Very High,3
286.5,Credit,Branch,30.0,Engineer,60.0,1.0,8517.95,Very High,High,2
322.96,Credit,Branch,76.0,Retired,168.0,1.0,2401.59,Medium,High,0
654.48,Debit,Branch,19.0,Student,114.0,1.0,6776.41,High,Very High,4
157.97,Debit,Branch,48.0,Doctor,140.0,1.0,5529.92,High,Medium,0
120.9,Unknown,Branch,40.0,Doctor,52.0,1.0,9009.42,Very High,Medium,2
254.77,Debit,Branch,57.0,Engineer,57.0,1.0,5994.87,High,High,0
795.96,Debit,Online,65.0,Retired,119.0,1.0,5468.58,High,Very High,4
149.25,Debit,ATM,39.0,Engineer,142.0,1.0,5677.52,High,Medium,2
3.420000000000016,Credit,Unknown,43.0,Doctor,158.0,1.0,14180.21,Very High,Low,2
68.19,Credit,Online,40.0,Doctor,189.0,1.0,9895.1,Very High,Low,2
493.42,Unknown,Branch,39.0,Engineer,111.0,1.0,2232.84,Medium,Very High,4
37.56999999999999,Debit,ATM,57.0,Retired,42.0,1.0,7739.54,Very High,Low,0
127.0,Credit,Branch,19.0,Student,68.0,1.0,431.15999999999985,Low,Medium,3
96.88999999999999,Debit,ATM,59.0,Unknown,53.0,1.0,6044.93,High,Medium,0
448.33000000000004,Debit,ATM,25.0,Student,161.0,1.0,922.1899999999996,Low,Very High,3
899.8125,Debit,ATM,51.0,Engineer,55.0,1.0,447.52999999999975,Low,Very High,4
8.649999999999977,Debit,Online,48.0,Doctor,273.0,1.0,10778.35,Very High,Low,1
65.56999999999996,Debit,Online,41.0,Engineer,82.0,1.0,4734.110000000001,Medium,Low,0
539.81,Debit,Online,46.0,Engineer,177.0,1.0,2051.25,Medium,Very High,4
363.53,Debit,ATM,63.0,Retired,142.0,1.0,1038.9099999999999,Low,High,0
64.9,Credit,Branch,51.0,Retired,72.0,1.0,6854.61,High,Low,0
358.18,Debit,ATM,18.0,Student,157.0,1.0,619.8599999999997,Low,High,3
167.2,Debit,Branch,30.0,Doctor,84.0,1.0,11320.83,Very High,Medium,2
121.91,Debit,Branch,60.0,Doctor,133.0,1.0,14510.8,Very High,Medium,2
137.57000000000002,Debit,Online,54.0,Engineer,70.0,1.0,5103.67,High,Medium,0
534.62,Debit,Online,55.0,Doctor,45.0,1.0,13793.529999999999,Very High,Very High,2
463.92,Debit,Online,50.0,Engineer,199.0,1.0,2403.39,Medium,Very High,1
320.14,Debit,Online,60.0,Retired,96.0,1.0,3075.9699999999993,Medium,High,0
214.93,Debit,Online,28.0,Student,52.0,1.0,7835.4,Very High,High,2
660.02,Debit,Branch,20.0,Student,84.0,1.0,414.4300000000003,Low,Very High,3
345.81,Debit,Branch,40.0,Engineer,135.0,1.0,6116.8,High,High,2
143.54,Debit,ATM,71.0,Retired,80.0,1.0,6067.62,High,Medium,0
42.55000000000001,Debit,Branch,53.0,Engineer,29.0,1.0,7341.43,High,Low,0
899.8125,Credit,Online,21.0,Student,128.0,1.0,1240.71,Low,Very High,4
541.79,Debit,ATM,22.0,Student,125.0,1.0,1454.08,Low,Very High,3
40.56999999999999,Debit,Branch,26.0,Student,63.0,1.0,1476.9099999999999,Low,Low,3
120.24000000000001,Debit,Branch,18.0,Student,131.0,1.0,1943.13,Medium,Medium,3
498.67,Debit,Online,28.0,Student,244.0,1.0,1719.9700000000003,Medium,Very High,1
227.22,Debit,ATM,53.0,Doctor,220.0,1.0,832.8199999999997,Low,High,1
899.8125,Debit,Online,30.0,Engineer,34.0,1.0,7696.16,Very High,Very High,4
56.94,Credit,Online,76.0,Unknown,74.0,1.0,7004.63,High,Low,0
629.82,Debit,Unknown,68.0,Retired,159.0,1.0,6385.69,High,Very High,4
59.44,Debit,Online,35.0,Engineer,176.0,1.0,5472.03,High,Low,1
186.69,Debit,Branch,30.0,Engineer,54.0,1.0,8602.22,Very High,Medium,2
230.46,Debit,Online,19.0,Student,179.0,1.0,162.52999999999975,Low,High,3
65.09,Credit,Online,44.0,Engineer,159.0,1.0,9370.9,Very High,Low,2
457.09,Credit,Online,55.0,Engineer,63.0,1.0,8570.82,Very High,Very High,2
552.02,Credit,ATM,44.0,Engineer,100.0,1.0,522.0799999999999,Low,Very High,4
377.12,Debit,ATM,34.0,Engineer,61.00000000000001,1.0,836.6700000000001,Low,High,3
204.56,Credit,Branch,18.0,Student,179.0,1.0,364.72000000000025,Low,Medium,3
420.28,Debit,Branch,35.0,Doctor,144.0,1.0,8557.32,Very High,Very High,2
97.09,Debit,ATM,24.000000000000004,Student,202.0,1.0,1579.5699999999997,Medium,Medium,3
124.59,Debit,Branch,27.0,Student,171.0,1.0,129.28999999999996,Low,Medium,3
73.88,Debit,Online,39.0,Doctor,34.0,1.0,6474.41,High,Low,2
77.43000000000004,Debit,Online,21.0,Student,169.0,1.0,4734.110000000001,Medium,Low,3
106.16,Debit,ATM,56.0,Doctor,277.0,1.0,7487.79,High,Medium,1
245.93,Debit,Branch,54.0,Engineer,172.0,1.0,7986.63,Very High,High,1
622.41,Debit,ATM,64.0,Doctor,125.0,1.0,7322.01,High,Very High,4
43.72999999999999,Debit,ATM,34.0,Doctor,145.0,1.0,9929.43,Very High,Low,2
899.8125,Debit,Branch,19.0,Student,68.0,1.0,1830.98,Medium,Very High,4
2.0299999999999727,Credit,ATM,33.0,Engineer,28.0,1.0,3012.31,Medium,Low,3
770.65,Debit,Online,31.0,Doctor,137.0,1.0,7198.8,High,Very High,4
260.31,Debit,Branch,63.0,Doctor,113.0,1.0,10980.38,Very High,High,2
356.1,Credit,Branch,26.0,Student,187.0,1.0,868.3500000000004,Low,High,3
27.069999999999993,Credit,Branch,80.0,Retired,39.0,1.0,3773.29,Medium,Low,0
119.88999999999999,Debit,ATM,67.0,Doctor,60.0,1.0,6697.77,High,Medium,0
106.38999999999999,Debit,Online,37.0,Doctor,281.0,1.0,9410.99,Very High,Medium,1
12.04000000000002,Debit,Online,37.0,Engineer,58.0,1.0,6213.32,High,Low,2
365.7,Debit,Branch,21.0,Student,115.0,1.0,368.77999999999975,Low,High,3
29.379999999999995,Credit,Branch,28.0,Student,63.0,1.0,1663.31,Medium,Low,3
319.85,Debit,ATM,60.0,Doctor,148.0,1.0,711.6599999999999,Low,High,0
350.14,Credit,Online,75.0,Retired,38.0,1.0,2403.25,Medium,High,0
163.94,Credit,Branch,52.0,Retired,73.0,1.0,5957.37,High,Medium,0
170.53,Debit,Branch,24.000000000000004,Student,58.0,1.0,801.0100000000002,Low,Medium,3
262.22,Credit,ATM,40.0,Engineer,136.0,1.0,5711.71,High,High,2
41.48999999999998,Debit,Online,24.000000000000004,Student,13.0,1.0,928.3299999999999,Low,Low,3
121.43,Credit,Branch,52.0,Engineer,243.0,1.0,7365.28,High,Medium,1
350.46,Debit,Branch,51.0,Retired,165.0,1.0,5839.38,High,High,1
220.41,Credit,Online,26.0,Engineer,155.0,1.0,5116.98,High,High,3
33.45999999999998,Debit,ATM,72.0,Retired,111.0,1.0,3641.07,Medium,Low,0
104.79000000000002,Debit,ATM,70.0,Doctor,223.0,1.0,1352.19,Low,Medium,1
246.27,Debit,Online,29.0,Doctor,141.0,1.0,7299.86,High,High,2
48.849999999999994,Debit,ATM,19.0,Student,176.0,1.0,1503.56,Low,Low,3
332.0,Debit,ATM,69.0,Retired,17.0,1.0,5943.13,High,High,0
118.1,Debit,Online,54.0,Engineer,167.0,1.0,895.6599999999999,Low,Medium,0
84.58999999999997,Credit,Branch,67.0,Doctor,10.0,1.0,5669.1,High,Medium,0
295.64,Debit,Online,21.0,Student,82.0,1.0,1061.96,Low,High,3
514.33,Debit,Branch,25.0,Student,160.0,1.0,1592.94,Medium,Very High,3
899.8125,Debit,ATM,43.0,Doctor,112.0,1.0,6215.96,High,Very High,4
94.59,Debit,Online,39.0,Doctor,34.0,1.0,6171.89,High,Medium,2
80.43,Debit,Branch,59.0,Retired,157.0,1.0,5987.67,High,Low,0
54.24999999999997,Debit,Online,68.0,Doctor,37.0,1.0,14783.329999999998,Very High,Low,2
178.88,Credit,Branch,76.0,Retired,93.0,1.0,4708.29,Medium,Medium,0
518.85,Debit,Online,22.0,Student,82.0,1.0,1806.0,Medium,Very High,3
10.649999999999977,Debit,Online,54.0,Doctor,161.0,1.0,13240.72,Very High,Low,2
198.62,Credit,Branch,27.0,Student,84.0,1.0,1196.0699999999997,Low,Medium,3
107.03,Debit,Branch,27.0,Student,73.0,1.0,1408.0699999999997,Low,Medium,3
139.57,Debit,ATM,19.0,Student,263.0,1.0,271.77999999999975,Low,Medium,1
312.47,Debit,ATM,49.0,Unknown,148.0,1.0,9419.27,Very High,High,2
346.11,Debit,Branch,41.0,Engineer,213.0,1.0,9551.64,Very High,High,1
138.06,Debit,Branch,44.0,Engineer,159.0,1.0,1070.4700000000003,Low,Medium,3
158.02,Debit,ATM,49.0,Engineer,120.0,1.0,9374.24,Very High,Medium,2
830.01,Credit,Online,66.0,Retired,96.0,1.0,4253.18,Medium,Very High,4
435.5,Debit,ATM,55.0,Unknown,112.0,1.0,6981.03,High,Very High,0
110.49000000000001,Debit,Online,57.0,Doctor,48.0,1.0,10483.93,Very High,Medium,2
329.4,Debit,Online,34.0,Doctor,68.0,1.0,9588.07,Very High,High,2
635.4,Debit,ATM,47.0,Doctor,106.0,1.0,1238.1099999999997,Low,Very High,4
769.97,Debit,Branch,22.0,Student,23.0,1.0,1244.9300000000003,Low,Very High,4
175.07,Debit,Branch,26.0,Student,169.0,1.0,1040.25,Low,Medium,3
7.310000000000002,Debit,Branch,78.0,Retired,282.0,1.0,5757.67,High,Low,1
175.15,Debit,ATM,27.0,Student,32.0,1.0,4734.110000000001,Medium,Medium,3
32.54000000000002,Debit,Online,25.0,Student,183.0,1.0,1544.88,Medium,Low,3
121.82,Debit,Online,60.0,Doctor,119.0,1.0,4734.110000000001,Medium,Medium,0
56.120000000000005,Debit,ATM,30.0,Doctor,102.0,1.0,8839.67,Very High,Low,2
424.7,Credit,Online,56.0,Retired,178.0,1.0,6239.89,High,Very High,1
35.15999999999997,Debit,Branch,32.0,Engineer,130.0,1.0,4734.110000000001,Medium,Low,3
35.73000000000002,Debit,Branch,65.0,Doctor,87.0,1.0,9073.17,Very High,Low,0
3.4399999999999977,Debit,ATM,78.0,Retired,108.0,1.0,7561.33,High,Low,0
899.8125,Credit,Branch,21.0,Student,235.0,1.0,694.0299999999997,Low,Very High,4
139.03,Credit,Online,50.0,Engineer,81.0,1.0,2276.57,Medium,Medium,0
254.92,Credit,ATM,28.0,Engineer,169.0,1.0,2791.12,Medium,High,3
115.11000000000001,Debit,Online,28.0,Engineer,139.0,1.0,9808.97,Very High,Medium,2
171.11,Debit,ATM,57.0,Retired,171.0,1.0,6324.09,High,Medium,1
168.54,Debit,ATM,70.0,Doctor,142.0,1.0,13406.0,Very High,Medium,2
420.76,Debit,Branch,51.0,Retired,112.0,1.0,6581.55,High,Very High,0
408.46,Debit,Branch,64.0,Retired,28.0,1.0,3140.79,Medium,High,0
899.8125,Credit,Online,30.0,Doctor,45.0,1.0,10357.26,Very High,Very High,4
342.17,Credit,Branch,21.0,Student,247.0,1.0,461.8299999999999,Low,High,1
580.71,Debit,ATM,53.0,Engineer,95.0,1.0,5670.0,High,Very High,4
821.54,Credit,Branch,79.0,Retired,36.0,1.0,4040.32,Medium,Very High,4
253.47,Debit,Branch,20.0,Student,238.0,1.0,220.51000000000022,Low,High,1
22.810000000000002,Debit,Online,62.0,Retired,75.0,1.0,3634.76,Medium,Low,0
266.57,Credit,Online,39.0,Engineer,96.0,1.0,7180.48,High,High,2
374.61,Credit,Online,75.0,Retired,37.0,1.0,1389.71,Low,High,0
339.35,Credit,ATM,78.0,Retired,70.0,1.0,5002.7,High,High,0
810.36,Debit,ATM,20.0,Student,67.0,1.0,9239.12,Very High,Very High,4
9.829999999999984,Debit,ATM,24.000000000000004,Student,86.0,1.0,666.4200000000001,Low,Low,3
135.57,Credit,Branch,51.0,Doctor,116.0,1.0,11351.64,Very High,Medium,2
340.05,Debit,ATM,43.0,Engineer,37.0,1.0,7234.15,High,High,2
283.45,Debit,Branch,27.0,Engineer,127.0,1.0,2049.51,Medium,High,3
